10_image.png,407,639,582,677,569,728,399,687
11_image.png,1047,700,1241,660,1236,714,1040,759
12_image.png,985,810,1222,763,1215,824,978,874
13_image.png,1051,795,1289,735,1282,794,1046,863
14_image.png,1057,821,1267,763,1257,825,1051,888
15_image.png,196,752,442,807,444,871,194,819
16_image.png,537,736,863,762,855,838,523,814
17_image.png,620,679,888,666,889,728,621,737
18_image.png,488,639,732,652,716,717,476,697
19_image.png,230,499,462,534,444,601,216,558
1_image.png,535,369,663,367,665,394,530,399
20_image.png,410,762,585,791,587,840,405,807
21_image.png,562,667,757,677,755,722,558,712
22_image.png,814,714,1016,696,1012,739,807,763
23_image.png,1087,808,1313,752,1314,810,1082,869
24_image.png,191,611,382,641,388,697,194,667
25_image.png,233,739,438,793,437,852,227,794
26_image.png,1363,1013,1685,993,1689,1073,1367,1112
27_image.png,277,617,480,639,475,694,270,679
28_image.png,800,414,1046,416,1050,469,805,471
29_image.png,926,482,1130,461,1127,520,922,545
2_image.png,410,663,614,711,613,762,410,710
30_image.png,165,746,389,815,388,880,161,808
31_image.png,430,639,621,705,611,756,416,687
32_image.png,374,670,568,686,570,734,374,718
33_image.png,877,531,1077,518,1080,568,877,586
34_image.png,461,631,635,645,635,689,462,673
35_image.png,853,436,1081,423,1089,473,854,496
36_image.png,900,712,1081,691,1080,739,891,762
37_image.png,899,452,1145,439,1149,497,897,512
38_image.png,817,562,1042,552,1046,607,818,621
39_image.png,725,592,975,593,975,646,717,648
3_image.png,355,502,634,541,630,610,344,569
40_image.png,734,572,1013,573,1013,634,731,644
41_image.png,887,603,1103,583,1103,638,883,666
42_image.png,880,500,1058,476,1064,524,883,549
43_image.png,434,569,669,634,659,689,424,628
44_image.png,790,576,1047,572,1049,627,784,634
45_image.png,303,631,480,655,483,705,305,679
46_image.png,597,575,901,587,896,661,590,644
47_image.png,781,504,1008,502,1006,559,784,563
48_image.png,890,573,1084,558,1087,613,891,627
49_image.png,825,400,1040,389,1040,438,817,452
4_image.png,987,794,1233,750,1226,815,981,863
50_image.png,679,515,900,494,906,545,683,566
51_image.png,748,499,938,481,940,521,754,544
52_image.png,620,683,974,711,964,786,608,769
53_image.png,1085,787,1308,756,1303,811,1079,852
54_image.png,446,674,662,726,665,780,445,731
55_image.png,846,563,1050,558,1053,606,852,615
56_image.png,551,473,777,478,774,530,554,521
57_image.png,909,575,1103,561,1112,613,916,630
58_image.png,916,715,1123,686,1119,739,911,776
59_image.png,427,599,642,646,635,703,419,656
5_image.png,1214,866,1513,854,1523,923,1224,932
60_image.png,641,1011,1002,1034,1002,1118,634,1089
61_image.png,634,759,817,757,818,798,635,804
62_image.png,604,585,862,590,863,651,596,639
63_image.png,948,644,1170,622,1177,671,953,701
64_image.png,851,558,1071,537,1079,588,859,615
65_image.png,925,765,1087,743,1085,781,922,808
66_image.png,894,728,1101,715,1102,762,890,781
67_image.png,365,625,611,658,610,711,365,682
68_image.png,1115,655,1375,663,1367,723,1119,723
69_image.png,513,651,708,656,708,700,517,696
6_image.png,925,592,1119,576,1117,631,922,651
70_image.png,638,772,888,779,884,832,635,822
71_image.png,403,442,624,486,611,555,396,502
72_image.png,575,562,942,584,938,667,571,652
73_image.png,814,756,1029,738,1015,787,804,810
74_image.png,243,366,415,364,410,401,245,408
75_image.png,647,1055,1074,1073,1082,1176,651,1154
76_image.png,753,717,1013,698,1019,770,746,783
77_image.png,859,1232,1336,1217,1322,1318,853,1330
78_image.png,362,557,598,556,604,612,363,612
7_image.png,500,1100,744,1104,742,1172,492,1166
8_image.png,808,872,1232,893,1236,1001,808,966
9_image.png,542,877,798,906,796,973,539,951
